"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260310,2026-03-10,0643D8,IFED,01,064 ,   19275,    8900,    7110,    8260,   11090,     240,    1335,       0,       0,       0,     610,     225,   18960,   19275,     315,       0,   19275,    8900,    7110,    8260,   11090,     240,    1335,       0,       0,       0,     610,     225,   18960,   19275,     315,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1257,    -719,    -507,    -106,    -585,    -120,    -335,       0,       0,       0,     -20,     -25,   -1305,   -1257,      48,       0,  100.0,   46.2,   36.9,   42.9,   57.5,    1.2,    6.9,    0.0,    0.0,    0.0,    3.2,    1.2,   98.4,  100.0,    1.6,    0.0,  100.0,   46.2,   36.9,   42.9,   57.5,    1.2,    6.9,    0.0,    0.0,    0.0,    3.2,    1.2,   98.4,  100.0,    1.6,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     10,      8,      4,.,.,.,      0,      0,      0,.,.,     17,     14,     22,     10,      8,      4,.,.,.,      0,      0,      0,.,.,     17,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.4,    79.1,    86.7,    93.9,    59.6,    74.9,    77.9,    83.1,    66.4,    79.1,    86.7,    93.9,    59.6,    74.9,    77.9,    83.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260303,2026-03-03,0643D8,IFED,01,064 ,   20532,    9619,    7617,    8366,   11675,     360,    1670,       0,       0,       0,     630,     250,   20265,   20532,     267,       0,   20532,    9619,    7617,    8366,   11675,     360,    1670,       0,       0,       0,     630,     250,   20265,   20532,     267,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   46.8,   37.1,   40.7,   56.9,    1.8,    8.1,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,   46.8,   37.1,   40.7,   56.9,    1.8,    8.1,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      9,      4,.,      4,.,      0,      0,      0,.,.,     18,     17,     23,     11,      9,      4,.,      4,.,      0,      0,      0,.,.,     18,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.6,    77.9,    86.7,    92.4,    60.2,    74.0,    77.9,    82.3,    66.6,    77.9,    86.7,    92.4,    60.2,    74.0,    77.9,    82.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260224,2026-02-24,0643D8,IFED,01,064 ,   20532,    9619,    7617,    8366,   11675,     360,    1670,       0,       0,       0,     630,     250,   20265,   20532,     267,       0,   20532,    9619,    7617,    8366,   11675,     360,    1670,       0,       0,       0,     630,     250,   20265,   20532,     267,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     310,     190,     310,       0,    -120,     120,       0,       0,       0,       0,       0,       0,     310,     310,       0,       0,  100.0,   46.8,   37.1,   40.7,   56.9,    1.8,    8.1,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,   46.8,   37.1,   40.7,   56.9,    1.8,    8.1,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      9,      4,.,      4,.,      0,      0,      0,.,.,     18,     17,     23,     11,      9,      4,.,      4,.,      0,      0,      0,.,.,     18,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.6,    77.9,    86.7,    92.4,    60.2,    74.0,    77.9,    82.3,    66.6,    77.9,    86.7,    92.4,    60.2,    74.0,    77.9,    82.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260217,2026-02-17,0643D8,IFED,01,064 ,   20222,    9429,    7307,    8366,   11795,     240,    1670,       0,       0,       0,     630,     250,   19955,   20222,     267,       0,   20222,    9429,    7307,    8366,   11795,     240,    1670,       0,       0,       0,     630,     250,   19955,   20222,     267,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -55,    -105,     -55,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -105,     -55,      50,       0,  100.0,   46.6,   36.1,   41.4,   58.3,    1.2,    8.3,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,   46.6,   36.1,   41.4,   58.3,    1.2,    8.3,    0.0,    0.0,    0.0,    3.1,    1.2,   98.7,  100.0,    1.3,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    67.7,    79.0,    88.6,    91.6,    62.6,    74.8,    79.2,    82.5,    67.7,    79.0,    88.6,    91.6,    62.6,    74.8,    79.2,    82.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260210,2026-02-10,0643D8,IFED,01,064 ,   20277,    9534,    7362,    8366,   11795,     240,    1670,       0,       0,       0,     630,     250,   20060,   20277,     217,       0,   20277,    9534,    7362,    8366,   11795,     240,    1670,       0,       0,       0,     630,     250,   20060,   20277,     217,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1282,    -659,    -507,    -154,    -635,     -95,    -335,       0,       0,       0,     -20,     -25,   -1268,   -1282,     -14,       0,  100.0,   47.0,   36.3,   41.3,   58.2,    1.2,    8.2,    0.0,    0.0,    0.0,    3.1,    1.2,   98.9,  100.0,    1.1,    0.0,  100.0,   47.0,   36.3,   41.3,   58.2,    1.2,    8.2,    0.0,    0.0,    0.0,    3.1,    1.2,   98.9,  100.0,    1.1,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    67.7,    78.8,    88.6,    91.3,    62.7,    74.6,    79.2,    82.3,    67.7,    78.8,    88.6,    91.3,    62.7,    74.6,    79.2,    82.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260203,2026-02-03,0643D8,IFED,01,064 ,   21559,   10193,    7869,    8520,   12430,     335,    2005,       0,       0,       0,     650,     275,   21328,   21559,     231,       0,   21559,   10193,    7869,    8520,   12430,     335,    2005,       0,       0,       0,     650,     275,   21328,   21559,     231,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      60,       0,      60,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      60,      60,       0,  100.0,   47.3,   36.5,   39.5,   57.7,    1.6,    9.3,    0.0,    0.0,    0.0,    3.0,    1.3,   98.9,  100.0,    1.1,    0.0,  100.0,   47.3,   36.5,   39.5,   57.7,    1.6,    9.3,    0.0,    0.0,    0.0,    3.0,    1.3,   98.9,  100.0,    1.1,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,     23,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    68.5,    77.9,    88.4,    90.2,    63.8,    73.7,    79.4,    81.9,    68.5,    77.9,    88.4,    90.2,    63.8,    73.7,    79.4,    81.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260127,2026-01-27,0643D8,IFED,01,064 ,   21499,   10193,    7809,    8520,   12430,     335,    2005,       0,       0,       0,     650,     275,   21328,   21499,     171,       0,   21499,   10193,    7809,    8520,   12430,     335,    2005,       0,       0,       0,     650,     275,   21328,   21499,     171,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      35,       0,       0,     -50,     -50,      25,       0,       0,       0,       0,      60,       0,     -25,      35,      60,       0,  100.0,   47.4,   36.3,   39.6,   57.8,    1.6,    9.3,    0.0,    0.0,    0.0,    3.0,    1.3,   99.2,  100.0,    0.8,    0.0,  100.0,   47.4,   36.3,   39.6,   57.8,    1.6,    9.3,    0.0,    0.0,    0.0,    3.0,    1.3,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,     24,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    68.7,    78.1,    88.6,    90.2,    64.2,    73.9,    79.9,    82.1,    68.7,    78.1,    88.6,    90.2,    64.2,    73.9,    79.9,    82.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260120,2026-01-20,0643D8,IFED,01,064 ,   21464,   10193,    7809,    8570,   12480,     310,    2005,       0,       0,       0,     590,     275,   21353,   21464,     111,       0,   21464,   10193,    7809,    8570,   12480,     310,    2005,       0,       0,       0,     590,     275,   21353,   21464,     111,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     905,    1725,       0,       0,       0,       0,       0,       0,       0,       0,       0,     905,    1725,    -905,   -1725,  100.0,   47.5,   36.4,   39.9,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   99.5,  100.0,    0.5,    0.0,  100.0,   47.5,   36.4,   39.9,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   99.5,  100.0,    0.5,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     16,     24,     10,      9,      4,.,.,.,      0,      0,      0,.,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    68.8,    78.5,    88.8,    90.5,    64.4,    74.3,    80.0,    82.5,    68.8,    78.5,    88.8,    90.5,    64.4,    74.3,    80.0,    82.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260113,2026-01-13,0643D8,IFED,01,064 ,   21464,    9288,    6084,    8570,   12480,     310,    2005,       0,       0,       0,     590,     275,   20448,   19739,    1016,    1725,   21464,    9288,    6084,    8570,   12480,     310,    2005,       0,       0,       0,     590,     275,   20448,   19739,    1016,    1725,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     120,       0,    -120,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   43.3,   28.3,   39.9,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   95.3,   92.0,    4.7,    8.0,  100.0,   43.3,   28.3,   39.9,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   95.3,   92.0,    4.7,    8.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,      7,      4,.,.,.,      0,      0,      0,.,.,     15,     14,     22,      9,      7,      4,.,.,.,      0,      0,      0,.,.,     15,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    68.8,    75.6,    87.3,    85.4,    64.4,    74.2,    80.0,    80.6,    68.8,    75.6,    87.3,    85.4,    64.4,    74.2,    80.0,    80.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",260106,2026-01-06,0643D8,IFED,01,064 ,   21464,    9168,    6084,    8690,   12480,     310,    2005,       0,       0,       0,     590,     275,   20448,   19739,    1016,    1725,   21464,    9168,    6084,    8690,   12480,     310,    2005,       0,       0,       0,     590,     275,   20448,   19739,    1016,    1725,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1254,    -819,    -319,    -311,    -810,       0,     -50,       0,       0,     -30,       0,       0,   -1210,   -1129,     -44,    -125,  100.0,   42.7,   28.3,   40.5,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   95.3,   92.0,    4.7,    8.0,  100.0,   42.7,   28.3,   40.5,   58.1,    1.4,    9.3,    0.0,    0.0,    0.0,    2.7,    1.3,   95.3,   92.0,    4.7,    8.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,      7,      4,.,.,.,      0,      0,      0,.,.,     15,     14,     22,      9,      7,      4,.,.,.,      0,      0,      0,.,.,     15,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    68.8,    75.6,    87.9,    85.4,    64.4,    74.2,    80.6,    80.8,    68.8,    75.6,    87.9,    85.4,    64.4,    74.2,    80.6,    80.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 ","N16","FutOnly"
"PJM WESTERN HUB DA OFF-PK - ICE FUTURES ENERGY DIV",260414,2026-04-14,0643DB,IFED,01,064 ,  119576,   84569,   94669,    5160,    9398,    3661,    1212,    4299,      50,   23174,    5589,    1421,  119247,  119087,     329,     489,  119576,   84569,   94669,    5160,    9398,    3661,    1212,    4299,      50,   23174,    5589,    1421,  119247,  119087,     329,     489,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3996,    2834,    3578,     268,     191,     -40,   -3830,    -304,       0,    4759,     684,      55,    4046,    4164,     -50,    -168,  100.0,   70.7,   79.2,    4.3,    7.9,    3.1,    1.0,    3.6,    0.0,   19.4,    4.7,    1.2,   99.7,   99.6,    0.3,    0.4,  100.0,   70.7,   79.2,    4.3,    7.9,    3.1,    1.0,    3.6,    0.0,   19.4,    4.7,    1.2,   99.7,   99.6,    0.3,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     68,     29,     22,      5,      5,      7,.,      7,.,      8,      6,      6,     53,     47,     68,     29,     22,      5,      5,      7,.,      7,.,      8,      6,      6,     53,     47,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    36.8,    70.0,    54.9,    83.2,    30.5,    67.7,    47.4,    75.6,    36.8,    70.0,    54.9,    83.2,    30.5,    67.7,    47.4,    75.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per off-peak hour)","0643DB","IFED","064 ","N16","FutOnly"
"PJM WESTERN HUB DA OFF-PK - ICE FUTURES ENERGY DIV",260407,2026-04-07,0643DB,IFED,01,064 ,  115580,   81735,   91091,    4892,    9207,    3701,    5042,    4603,      50,   18415,    4905,    1366,  115201,  114923,     379,     657,  115580,   81735,   91091,    4892,    9207,    3701,    5042,    4603,      50,   18415,    4905,    1366,  115201,  114923,     379,     657,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5088,   -2991,   -3079,    -358,   -1469,    -169,    -617,    -450,    -120,    -917,     128,     123,   -5049,   -5036,     -39,     -52,  100.0,   70.7,   78.8,    4.2,    8.0,    3.2,    4.4,    4.0,    0.0,   15.9,    4.2,    1.2,   99.7,   99.4,    0.3,    0.6,  100.0,   70.7,   78.8,    4.2,    8.0,    3.2,    4.4,    4.0,    0.0,   15.9,    4.2,    1.2,   99.7,   99.4,    0.3,    0.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     66,     29,     22,      5,      5,      7,      4,      6,.,      7,      5,      5,     52,     45,     66,     29,     22,      5,      5,      7,      4,      6,.,      7,      5,      5,     52,     45,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    38.4,    69.0,    56.5,    82.8,    31.8,    67.6,    49.6,    76.3,    38.4,    69.0,    56.5,    82.8,    31.8,    67.6,    49.6,    76.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per off-peak hour)","0643DB","IFED","064 ","N16","FutOnly"
"PJM WESTERN HUB DA OFF-PK - ICE FUTURES ENERGY DIV",260331,2026-03-31,0643DB,IFED,01,064 ,  120668,   84726,   94170,    5250,   10676,    3870,    5659,    5053,     170,   19332,    4777,    1243,  120250,  119959,     418,     709,  120668,   84726,   94170,    5250,   10676,    3870,    5659,    5053,     170,   19332,    4777,    1243,  120250,  119959,     418,     709,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2291,     796,    1105,      57,     301,      49,    -181,     137,       0,    1466,     533,     140,    2327,    2265,     -36,      26,  100.0,   70.2,   78.0,    4.4,    8.8,    3.2,    4.7,    4.2,    0.1,   16.0,    4.0,    1.0,   99.7,   99.4,    0.3,    0.6,  100.0,   70.2,   78.0,    4.4,    8.8,    3.2,    4.7,    4.2,    0.1,   16.0,    4.0,    1.0,   99.7,   99.4,    0.3,    0.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     65,     31,     22,      5,      5,      7,      5,      6,.,      6,      5,      5,     55,     45,     65,     31,     22,      5,      5,      7,      5,      6,.,      6,      5,      5,     55,     45,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    37.9,    68.3,    56.2,    82.3,    31.6,    67.6,    49.5,    76.7,    37.9,    68.3,    56.2,    82.3,    31.6,    67.6,    49.5,    76.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per off-peak hour)","0643DB","IFED","064 ","N16","FutOnly"
